datetimeLoc,latitude,longitude,response_time_sec
2019-11-18T00:58:22.579000,38.9169973,-77.0258446,23863
2019-11-18T01:57:32.074000,38.9038777,-77.0240373,18155
2019-11-18T02:02:52.378000,38.8753801,-77.012102,12314
2019-11-18T03:06:14.894000,38.9109,-77.008865,16712
2019-11-18T04:36:43.358000,38.9042158,-77.0437275,41165
2019-11-18T04:41:30.769000,38.9026133,-77.0120567,15848
2019-11-18T05:16:29.177000,38.895632,-77.0116086,4512
2019-11-18T05:44:55.366000,38.8922881,-77.0553685,56308
2019-11-18T07:36:14.194000,38.9169286,-77.0259495,1087
2019-11-18T08:02:06.888000,38.9208174,-77.0317115,11408
2019-11-18T08:20:22.694000,38.92718,-77.0308083,9222
2019-11-18T08:47:56.470000,38.9061482,-76.9866699,17565
2019-11-18T09:11:46.860000,38.9066515,-77.0382414,8960
2019-11-18T09:57:36.749000,38.9050767,-77.0415983,2972
2019-11-18T11:02:35.187000,38.8780555,-77.0148514,11325
2019-11-18T11:13:45.907000,38.901015,-77.0489883,320
2019-11-18T11:42:20.108000,38.9008533,-77.05338,1602
2019-11-18T13:11:47.271000,38.9191438,-77.0148158,1147
2019-11-18T13:31:09.778000,38.919169,-77.014829,904
2019-11-18T13:32:11.814000,38.9107884,-77.0088452,1198
2019-11-18T13:40:39.925000,38.90676,-77.03722,3280
2019-11-18T14:35:40.951000,38.9067523,-77.0372747,4531
2019-11-18T15:18:51.012000,38.9190434,-77.0163291,1539
2019-11-18T15:33:19.510000,38.900207,-76.9977761,96
2019-11-18T15:36:02.783000,38.9003149,-76.9971899,73
2019-11-18T15:44:53.207000,38.9190987,-77.0163444,591
2019-11-18T15:48:07.110000,38.9000962,-76.9957739,4862
2019-11-18T15:49:12.949000,38.8888033,-77.032235,958
2019-11-18T15:51:35.304000,38.9066715,-77.0373678,13676
2019-11-18T15:55:43.611000,38.9210691,-77.031898,3768
2019-11-18T15:56:12.556000,38.9190687,-77.0164284,1302
2019-11-18T16:15:19.185000,38.8835936,-76.9950503,5263
